42540535740963312654855841898240671744,42540535740964521580675456527415377919,55374,FUJITSU LIMITED
42540535740964521580675456527415377920,42540535740965730506495071156590084095,55386,FUJITSU LIMITED
42540535740965730506495071156590084096,42540535778101513833417250145214398463,2510,FUJITSU LIMITED
42540536332698651433267613300022050816,42540536411926813947531950893566001151,2518,BIGLOBE Inc.
42540536966523951547382314048373653504,42540537045752114061646651641917603839,2516,KDDI CORPORATION
42540537673387713979334451015773585408,42540537673697198989155796084498366463,3786,LG DACOM Corporation
42540537677778532556174784178306416640,42540537677779741481994398807481122815,3786,LG DACOM Corporation
42540537678088017565996129247031197696,42540537678089226491815743876205903871,3786,LG DACOM Corporation
42540537678339474136475972115370082304,42540537678648959146297317184094863359,3786,LG DACOM Corporation
42540538234174551775611715545076858880,42540538313402714289876053138620809215,4725,SoftBank Corp.
42540539501825152003841117041780064256,42540539581053314518105454635324014591,1659,Taiwan Academic Network (TANet) Information Center
42540540135650452117955817790131666944,42540540214878614632220155383675617279,9318,SK Broadband Co Ltd
42540540769475752232070518538483269632,42540540848703914746334856132027219967,9600,So-net Corporation
42540542037126352460299920035186475008,42540542116354514974564257628730425343,7670,"Enecom,Inc."
42540543938602252802644022280241283072,42540544017830415316908359873785233407,2514,"NTT PC Communications, Inc."
42540545840078153144988124525296091136,42540545919306315659252462118840041471,9644,SK Telecom
42540546473903453259102825273647693824,42540546553131615773367162867191644159,9293,HKNet Co. Ltd.
42540547107728753373217526021999296512,42540547186956915887481863615543246847,10013,"FreeBit Co.,Ltd."
42540547741554053487332226770350899200,42540547820782216001596564363894849535,7514,"Computer Engineering & Consulting, Ltd."
42540548375379353601446927518702501888,42540548454607516115711265112246452223,2907,"Research Organization of Information and Systems, National Institute of Informa"
42540549009204653715561628267054104576,42540549088432816229825965860598054911,2497,Internet Initiative Japan Inc.
42540549643029953829676329015405707264,42540549722258116343940666608949657599,7668,Hokuriku Telecommunication Network Co.
42540550276855253943791029763757309952,42540550356083416458055367357301260287,4694,IDC Frontier Inc.
42540550910680554057905730512108912640,42540550989908716572170068105652862975,7522,"STNet, Incorporated"
42540551544505854172020431260460515328,42540551545191315111741926002518917119,1237,KISTI
42540551545191315111741926002518917120,42540551545192524037561540631693623295,152671,SPARCS
42540551545192524037561540631693623296,42540551623734016686284768854004465663,1237,KISTI
42540552812156454400249832757163720704,42540552891384616914514170350707671039,6619,SamsungSDS Inc.
42540553445981754514364533505515323392,42540553525209917028628871099059273727,4675,"UNIADEX, LTD."
42540554079807054628479234253866926080,42540554159035217142743571847410876415,4678,Canon IT Solutions Inc.
42540554713632354742593935002218528768,42540554792860517256858272595762479103,7679,"QTnet,Inc."
42540555347457654856708635750570131456,42540555426685817370972973344114081791,7671,NTT SmartConnect Corporation
42540555981282954970823336498921734144,42540556060511117485087674092465684479,4680,Mitsubishi Electric Information Network Corporation
42540556615131224675510715201592754176,42540556615134851452969559089116872703,135887,Telstra Limited
42540557882758855313167438743976542208,42540557961987017827431776337520492543,9607,"BroadBand Tower, Inc."
42540558516584155427282139492328144896,42540558595812317941546477085872095231,9318,SK Broadband Co Ltd
42540559150409455541396840240679747584,42540559229637618055661177834223697919,4713,NTT Communications Corporation
42540559784234755655511540989031350272,42540559863462918169775878582575300607,7575,Australian Academic and Research Network
42540561051885355883740942485734555648,42540561131113518398005280079278505983,7682,"HOKKAIDO TELECOMMUNICATIONS NETWORK Co., Inc."
42540561685710655997855643234086158336,42540561764938818512119980827630108671,7521,INTERNET MULTIFEED CO.
42540562319535956111970343982437761024,42540562398764118626234681575981711359,9848,SEJONG NETWORKS
42540562953361256226085044730789363712,42540563032589418740349382324333314047,17529,"STARCAT Co .,LTD."
42540563587186556340199745479140966400,42540563666414718854464083072684916735,2527,Sony Network Communications Inc.
42540564221011856454314446227492569088,42540564230915376768597488426685562879,7516,"TOHKnet Co.,Inc."
42540564854837156568429146975844171776,42540564855537124617986017267999047679,4621,Office of Info.Tech. Admin. for Educational Development
42540564855537124617986017267999047680,42540564855538333543805631897173753855,138685,Mahidol Wittayanusorn School
42540564855538333543805631897173753856,42540564860410304596852587471239643135,4621,Office of Info.Tech. Admin. for Educational Development
42540564860410304596852587471239643136,42540564860411513522672202100414349311,4762,"Mahidol University, Thailand"
42540564860411513522672202100414349312,42540564860724625309952391056663248895,4621,Office of Info.Tech. Admin. for Educational Development
42540564860724625309952391056663248896,42540564860725834235772005685837955071,137198,Phranakorn Rajabhat University
42540564860725834235772005685837955072,42540564861028065690675662979514499071,4621,Office of Info.Tech. Admin. for Educational Development
42540564861028065690675662979514499072,42540564861029274616495277608689205247,3839,Chulalongkorn University
42540564861029274616495277608689205248,42540564861036528171412965383737442303,4621,Office of Info.Tech. Admin. for Educational Development
42540564861036528171412965383737442304,42540564861037737097232580012912148479,137261,Education Network
42540564861037737097232580012912148480,42540564861653080339416426262837592063,4621,Office of Info.Tech. Admin. for Educational Development
42540564861653080339416426262837592064,42540564861654289265236040892012298239,4762,"Mahidol University, Thailand"
42540564861654289265236040892012298240,42540564866915534432198907060333576191,4621,Office of Info.Tech. Admin. for Educational Development
42540564866915534432198907060333576192,42540564866916743358018521689508282367,4762,"Mahidol University, Thailand"
42540564866916743358018521689508282368,42540564874652659677732533778453102591,4621,Office of Info.Tech. Admin. for Educational Development
42540564874652659677732533778453102592,42540564874653868603552148407627808767,137241,Office of Info.Tech. Admin. for Educational Development
42540564874653868603552148407627808768,42540564899413878315079368534784999423,4621,Office of Info.Tech. Admin. for Educational Development
42540564899413878315079368534784999424,42540564899415087240898983163959705599,9464,Prince of Songkla University
42540564899415087240898983163959705600,42540564899417505092538212422309117951,4621,Office of Info.Tech. Admin. for Educational Development
42540564899417505092538212422309117952,42540564899418714018357827051483824127,45575,Office of Info.Tech. Admin. for Educational Development
42540564899418714018357827051483824128,42540564906522362134413388082057314303,4621,Office of Info.Tech. Admin. for Educational Development
42540564906522362134413388082057314304,42540564906523571060233002711232020479,9562,"ANET Co., Ltd."
42540564906523571060233002711232020480,42540564906524779986052617340406726655,132879,Rajabhat Mahasarakham University
42540564906524779986052617340406726656,42540564915187942409411050006351183871,4621,Office of Info.Tech. Admin. for Educational Development
42540564915187942409411050006351183872,42540564915189151335230664635525890047,55545,Suranaree University of Technology
42540564915189151335230664635525890048,42540564917663822487981810556149432319,4621,Office of Info.Tech. Admin. for Educational Development
42540564917663822487981810556149432320,42540564917665031413801425185324138495,136624,Sakon Nakhon Rajabhat University
42540564917665031413801425185324138496,42540564919530403953466798001895768063,4621,Office of Info.Tech. Admin. for Educational Development
42540564919530403953466798001895768064,42540564919531612879286412631070474239,138547,Ubon Ratchathani Rajabhat University
42540564919531612879286412631070474240,42540564924488208739706392247365795839,4621,Office of Info.Tech. Admin. for Educational Development
42540564924488208739706392247365795840,42540564924489417665526006876540502015,137546,"Faculty of Engineering , Rajamangala University of Technology Thanyaburi"
42540564924489417665526006876540502016,42540564934065319082693484569388122111,4621,Office of Info.Tech. Admin. for Educational Development
42540566122487756796658548472547377152,42540566201715919310922886066091327487,9595,NTT-ME Corporation
42540566756313056910773249220898979840,42540566835541219425037586814442930175,10013,"FreeBit Co.,Ltd."
42540569291614257367232052214305390592,42540569370842419881496389807849340927,293,ESnet
42540570559264857595461453711008595968,42540570559576760456922028038082789375,6509,CANARIE Inc
42540570559576760456922028038082789376,42540570559577969382741642667257495551,53904,CANARIE Inc
42540570559577969382741642667257495552,42540570608782459166876664706973564927,6509,CANARIE Inc
42540570608782459166876664706973564928,42540570608784877018515893965322977279,8111,Dalhousie University
42540570608784877018515893965322977280,42540570608786085944335508594497683455,399031,Chebucto Community Net Society
42540570608786085944335508594497683456,42540570608816309089825874323865337855,8111,Dalhousie University
42540570608816309089825874323865337856,42540570608817518015645488953040044031,40007,St. Francis Xavier University
42540570608817518015645488953040044032,42540570609091944176698009775698345983,8111,Dalhousie University
42540570609091944176698009775698345984,42540570638493020109725791304552546303,6509,CANARIE Inc
42540571193090157709576154459360198656,42540571193091366635395769088534904831,2914,"NTT America, Inc."
42540571193091366635395769088534904832,42540571193092575561215383717709611007,3130,RIPE Network Coordination Centre
42540571193092575561215383717709611008,42540571196811231382349983059105808383,2914,"NTT America, Inc."
42540571196811231382349983059105808384,42540571196812440308169597688280514559,262,"NTT America, Inc."
42540571196812440308169597688280514560,42540571199281066905609646757868732415,2914,"NTT America, Inc."
42540571199281066905609646757868732416,42540571199281090443655084811256594431,20940,Akamai International B.V.
42540571199281090443655084811256594432,42540571199299200719116889900651118591,2914,"NTT America, Inc."
42540571199299200719116889900651118592,42540571199300409644936504529825824767,2000,"Internet Awareness, Inc."
42540571199300409644936504529825824768,42540571199301618570756119159000530943,213802,Tianfeng (Hong Kong) Communications Limited
42540571199301618570756119159000530944,42540571199306454274034577675699355647,2914,"NTT America, Inc."
42540571199306454274034577675699355648,42540571199307663199854192304874061823,396350,Boom Communications
42540571199307663199854192304874061824,42540571199348766677721089696814071807,2914,"NTT America, Inc."
42540571199348766677721089696814071808,42540571199349975603540704325988777983,1225,"NTT America, Inc."
42540571199349975603540704325988777984,42540571199372945194113382280308195327,2914,"NTT America, Inc."
42540571199372945194113382280308195328,42540571199374154119932996909482901503,275,"NTT America, Inc."
42540571199374154119932996909482901504,42540571199376571971572226167832313855,15562,Job Snijders
42540571199376571971572226167832313856,42540571199377780897391840797007020031,3938,"NTT America, Inc."
42540571199377780897391840797007020032,42540571199467241408043323355935277055,2914,"NTT America, Inc."
42540571199467241408043323355935277056,42540571199469659259682552614284689407,152644,QINIU (CHINA) limited
42540571199469659259682552614284689408,42540571199470868185502167243459395583,93,"NTT America, Inc."
42540571199470868185502167243459395584,42540571210429780740308780712170881023,2914,"NTT America, Inc."
42540571210429780740308780712170881024,42540571210430989666128395341345587199,4128,RGnet OU
42540571210430989666128395341345587200,42540571212898407300855341634339995647,2914,"NTT America, Inc."
42540571212898407300855341634339995648,42540571212898407356195573855468650495,20940,Akamai International B.V.
42540571212898407356195573855468650496,42540571212903242967240312003619717119,2914,"NTT America, Inc."
42540571212903242967240312003619717120,42540571212904451893059926632794423295,1412,"Gravity Interactive, Inc."
42540571212904451893059926632794423296,42540571232711492521626011031180410879,2914,"NTT America, Inc."
42540571232711492521626011031180410880,42540571232712701447445625660355117055,3927,RIPE Network Coordination Centre
42540571232712701447445625660355117056,42540571240141550608977521938924568575,2914,"NTT America, Inc."
42540571240141550608977521938924568576,42540571240142759534797136568099274751,21778,"Dimension Data North America, Inc."
42540571240142759534797136568099274752,42540571272318320223840492052904148991,2914,"NTT America, Inc."
42540571826915457823690855207711801344,42540571906143620337955192801255751679,109,"CISCO SYSTEMS, INC."
42540572460740757937805555956063404032,42540572464191032226985707620674830335,209,"CenturyLink Communications, LLC"
42540572464191032226985707620674830336,42540572464192241152805322249849536511,10753,"Level 3 Communications, Inc."
42540572464192241152805322249849536512,42540572485501981297518873582040514559,209,"CenturyLink Communications, LLC"
42540572485501981297518873582040514560,42540572485503185500972005341570007039,13684,"Medtronic, Incorporated"
42540572485503185500972005341570007040,42540572487979065579542765891368255487,209,"CenturyLink Communications, LLC"
42540572487979065579542765891368255488,42540572487980274505362380520542961663,22773,Cox Communications Inc.
42540572487980274505362380520542961664,42540572487981483431181995149717667839,209,"CenturyLink Communications, LLC"
42540572487981483431181995149717667840,42540572487982692357001609778892374015,3356,"Level 3 Communications, Inc."
42540572487982692357001609778892374016,42540572491689258919940062828541509631,209,"CenturyLink Communications, LLC"
42540572491689258919940062828541509632,42540572491690467845759677457716215807,3356,"Level 3 Communications, Inc."
42540572491690467845759677457716215808,42540572505310188461286691225051594751,209,"CenturyLink Communications, LLC"
42540572505310188461286691225051594752,42540572505310188479733435298761146367,102,U.S. National Science Foundation
42540572505310188479733435298761146368,42540572539968920452069893549607354367,209,"CenturyLink Communications, LLC"
42540573094566058051920256704415006720,42540573173779713456349218747862482943,7332,"LightBound, LLC"
42540573173779713456349218747862482944,42540573173780922382168833377037189119,13767,"DataBank Holdings, Ltd."
42540573173780922382168833377037189120,42540573173794220566184594297958957055,7332,"LightBound, LLC"
42540573728391358166034957452766609408,42540573728448177679556845023977799679,6461,Zayo Bandwidth
42540573728448177679556845023977799680,42540573728449386605376459653152505855,17025,Zayo Bandwidth
42540573728449386605376459653152505856,42540573728459058011933376686550155263,6461,Zayo Bandwidth
42540573728459058011933376686550155264,42540573728460266937752991315724861439,17025,Zayo Bandwidth
42540573728460266937752991315724861440,42540573728461475863572605944899567615,401693,Brightpoint
42540573728461475863572605944899567616,42540573728480818676686440011694866431,6461,Zayo Bandwidth
42540573728480818676686440011694866432,42540573728482027602506054640869572607,399033,"VARCOMM BROADBAND, INC."
42540573728482027602506054640869572608,42540573728542473893486786099604881407,6461,Zayo Bandwidth
42540573728542473893486786099604881408,42540573728543682819306400728779587583,14427,"NTT Global Data Centers Americas, INC."
42540573728543682819306400728779587584,42540573728592044574457468765413048319,6461,Zayo Bandwidth
42540573728592044574457468765413048320,42540573728592272428640267225794609151,17025,Zayo Bandwidth
42540573728592272428640267225794609152,42540573728606546961926361445864308735,6461,Zayo Bandwidth
42540573728606546961926361445864308736,42540573728607755887745976075039014911,17025,Zayo Bandwidth
42540573728607755887745976075039014912,42540573768021155458822116428809764863,6461,Zayo Bandwidth
42540573768021155458822116428809764864,42540573768022364384641731057984471039,7385,"Allstream Business US, LLC"
42540573768022364384641731057984471040,42540573768046542901034023641478594559,6461,Zayo Bandwidth
42540573768046542901034023641478594560,42540573768047751826853638270653300735,17025,Zayo Bandwidth
42540573768047751826853638270653300736,42540573768090064230540150291768016895,6461,Zayo Bandwidth
42540573768090064230540150291768016896,42540573768091273156359764920942723071,19158,Zayo Bandwidth
42540573768091273156359764920942723072,42540573807615894253328588559267921919,6461,Zayo Bandwidth
42540573807615894253328588559267921920,42540573807615899510650649566490132479,20940,Akamai International B.V.
42540573807615899510650649566490132480,42540573807619520680299295046310559743,6461,Zayo Bandwidth
42540574369799041020772612384875347968,42540574369800249946592227014050054143,1880,"Svensk Teleutveckling & Produktinnovation, STUPI AB"
42540575629867258508379059697821417472,42540575639796166264874009109683240959,3549,"Level 3 Communications, Inc."
42540575639796166264874009109683240960,42540575639797375190693623738857947135,3356,"Level 3 Communications, Inc."
42540575639797375190693623738857947136,42540575709095421022643397291365367807,3549,"Level 3 Communications, Inc."
42540576263692558622493760446173020160,42540576342920721136758098039716970495,8002,"Stealth Communications Services, LLC"
42540576897547024072006664123364409344,42540576897547486863921985348595351551,3561,"CenturyLink Communications, LLC"
42540576897566442442984224104483127296,42540576897566518000847950018806546431,3561,"CenturyLink Communications, LLC"
42540576897595456662654975204676075520,42540576897595683336246152947646332927,3561,"CenturyLink Communications, LLC"
42540576897634142288882643338266673152,42540576897634217846746369252590092287,3561,"CenturyLink Communications, LLC"
42540576897662929834962216695489363968,42540576897667765538240675212188188671,3561,"CenturyLink Communications, LLC"
42540576897827343746429806263249403904,42540576897832179449708264779948228607,3561,"CenturyLink Communications, LLC"
42540577531343158850723161942876225536,42540577531370964144574298413894467583,11537,Internet2
42540577531370964144574298413894467584,42540577531372173070393913043069173759,11164,Internet2
42540577531372173070393913043069173760,42540577532271613880187197149050568703,11537,Internet2
42540577532271613880187197149050568704,42540577532272822806006811778225274879,2637,Georgia Institute of Technology
42540577532272822806006811778225274880,42540577532890583899829887286500130815,11537,Internet2
42540577532890583899829887286500130816,42540577533200068909651232355224911871,14041,University Corporation for Atmospheric Research
42540577533200068909651232355224911872,42540577533509553919472577423949692927,10578,Harvard University
42540577533509553919472577423949692928,42540577535056978968579302767573598207,11537,Internet2
42540577535056978968579302767573598208,42540577535211721473489975301935988735,10886,University of Maryland
42540577535211721473489975301935988736,42540577535366463978400647836298379263,40220,Virginia Polytechnic Institute and State Univ.
42540577535366463978400647836298379264,42540577535367672904220262465473085439,11537,Internet2
42540577535367672904220262465473085440,42540577535368881830039877094647791615,3582,University of Oregon
42540577535368881830039877094647791616,42540577535675948988221992905023160319,11537,Internet2
42540577535675948988221992905023160320,42540577535985433998043337973747941375,2153,CENIC
42540577535985433998043337973747941376,42540577536294919007864683042472722431,11164,Internet2
42540577536294919007864683042472722432,42540577536916306879146602438271696895,11537,Internet2
42540577536916306879146602438271696896,42540577536917515804966217067446403071,20130,Depaul University
42540577536917515804966217067446403072,42540577538770799086435443592270970879,11537,Internet2
42540577538770799086435443592270970880,42540577539080284096256788660995751935,10466,MAGPI c/o University of Pennsylvania
42540577539080284096256788660995751936,42540577539389769106078133729720532991,11537,Internet2
42540577539389769106078133729720532992,42540577539399440512635050763118182399,4557,Rice University
42540577539399440512635050763118182400,42540577539400649438454665392292888575,302,Baylor College of Medicine
42540577539400649438454665392292888576,42540577539699254115899478798445314047,4557,Rice University
42540577539699254115899478798445314048,42540577540951701265020234623440912383,11537,Internet2
42540577540951701265020234623440912384,42540577540952910190839849252615618559,11164,Internet2
42540577540952910190839849252615618560,42540577540963790523216380915187974143,11537,Internet2
42540577540963790523216380915187974144,42540577540964999449035995544362680319,396961,Internet2
42540577540964999449035995544362680320,42540577540966208374855610173537386495,11164,Internet2
42540577540966208374855610173537386496,42540577540975879781412527206935035903,11537,Internet2
42540577540975879781412527206935035904,42540577540978297633051756465284448255,62775,Internet2
42540577540978297633051756465284448256,42540577543103589223934274554417905663,11537,Internet2
42540577543103589223934274554417905664,42540577543104798149753889183592611839,396955,Internet2
42540577543104798149753889183592611840,42540577543122932037048108621213204479,11537,Internet2
42540577543122932037048108621213204480,42540577543124140962867723250387910655,396955,Internet2
42540577543124140962867723250387910656,42540577543142274850161942688008503295,11537,Internet2
42540577543142274850161942688008503296,42540577543143483775981557317183209471,237,Merit Network Inc.
42540577543143483775981557317183209472,42540577543161617663275776754803802111,11537,Internet2
42540577543161617663275776754803802112,42540577543162826589095391383978508287,396955,Internet2
42540577543162826589095391383978508288,42540577543180960476389610821599100927,11537,Internet2
42540577543180960476389610821599100928,42540577543182169402209225450773807103,396955,Internet2
42540577543182169402209225450773807104,42540577543375597533347566118726795263,11537,Internet2
42540577543375597533347566118726795264,42540577543376806459167180747901501439,237,Merit Network Inc.
42540577543376806459167180747901501440,42540577543729812798494652466915704831,11537,Internet2
42540577543729812798494652466915704832,42540577543734648501773110983614529535,396961,Internet2
42540577543734648501773110983614529536,42540577543741902056690798758662766591,11537,Internet2
42540577543741902056690798758662766592,42540577543743110982510413387837472767,396961,Internet2
42540577543743110982510413387837472768,42540577605311285123844247997273604095,11537,Internet2
42540577605311285123844247997273604096,42540577605312494049663862626448310271,11164,Internet2
42540577605312494049663862626448310272,42540577605619561207845978436823678975,11537,Internet2
42540577605619561207845978436823678976,42540577605620770133665593065998385151,11164,Internet2
42540577605620770133665593065998385152,42540577605927837291847708876373753855,11537,Internet2
42540577605927837291847708876373753856,42540577605929046217667323505548460031,11164,Internet2
42540577605929046217667323505548460032,42540577610571321364987499536420175871,11537,Internet2
42540578165168458964837862691227828224,42540578165209562442704760083167838207,6939,Hurricane Electric LLC
42540578165209562442704760083167838208,42540578165210771368524374712342544383,217,University of Minnesota
42540578165210771368524374712342544384,42540578165220442775081291745740193791,6939,Hurricane Electric LLC
42540578165220442775081291745740193792,42540578165221651700900906374914899967,12266,"StoreRunner, Inc."
42540578165221651700900906374914899968,42540578165228905255818594149963137023,6939,Hurricane Electric LLC
42540578165228905255818594149963137024,42540578165230114181638208779137843199,19969,"Joe's Datacenter, LLC"
42540578165230114181638208779137843200,42540578165257919475489345250156085247,6939,Hurricane Electric LLC
42540578165257919475489345250156085248,42540578165259128401308959879330791423,6379,"A-Link Network Services, Inc."
42540578165259128401308959879330791424,42540578165265173030407033025204322303,6939,Hurricane Electric LLC
42540578165265173030407033025204322304,42540578165266381956226647654379028479,36791,Portland Internet Hosting LLC
42540578165266381956226647654379028480,42540578165283306917701252462824914943,6939,Hurricane Electric LLC
42540578165283306917701252462824914944,42540578165284515843520867091999621119,33309,Heliacal Networks
42540578165284515843520867091999621120,42540578165285724769340481721174327295,50763,Robert McKay
42540578165285724769340481721174327296,42540578165314738989011232821367275519,6939,Hurricane Electric LLC
42540578165314738989011232821367275520,42540578165315947914830847450541981695,54118,Robbins Research International Inc
42540578165315947914830847450541981696,42540578165335290727944681517337280511,6939,Hurricane Electric LLC
42540578165335290727944681517337280512,42540578165336499653764296146511986687,16871,MCDONAGH BROTHERS
42540578165336499653764296146511986688,42540578165341335357042754663210811391,6939,Hurricane Electric LLC
42540578165341335357042754663210811392,42540578165342544282862369292385517567,22296,Vorsk LLC
42540578165342544282862369292385517568,42540578165349797837780057067433754623,6939,Hurricane Electric LLC
42540578165349797837780057067433754624,42540578165351006763599671696608460799,55243,"Cedar Wireless, Inc."
42540578165351006763599671696608460800,42540578165354633541058515584132579327,6939,Hurricane Electric LLC
42540578165354633541058515584132579328,42540578165355842466878130213307285503,17197,The Daedelus Group
42540578165355842466878130213307285504,42540578165365513873435047246704934911,6939,Hurricane Electric LLC
42540578165365513873435047246704934912,42540578165366722799254661875879641087,400765,Omaticon Corporation
42540578165366722799254661875879641088,42540578165419915535317705559566712831,6939,Hurricane Electric LLC
42540578165419915535317705559566712832,42540578165421124461137320188741419007,38439,CoreNET Inc.
42540578165421124461137320188741419008,42540578165435631570972695738837893119,6939,Hurricane Electric LLC
42540578165435631570972695738837893120,42540578165436840496792310368012599295,397787,Black Oak Casino
42540578165436840496792310368012599296,42540578165438049422611924997187305471,8046,NapaNet
42540578165438049422611924997187305472,42540578165444094051709998143060836351,6939,Hurricane Electric LLC
42540578165444094051709998143060836352,42540578165445302977529612772235542527,36103,"Central Utah Telephone, Inc."
42540578165445302977529612772235542528,42540578165454974384086529805633191935,6939,Hurricane Electric LLC
42540578165454974384086529805633191936,42540578165456183309906144434807898111,11399,Williams College
42540578165456183309906144434807898112,42540578165458601161545373693157310463,6939,Hurricane Electric LLC
42540578165458601161545373693157310464,42540578165459810087364988322332016639,21589,City of San Jose
42540578165459810087364988322332016640,42540578165465854716463061468205547519,6939,Hurricane Electric LLC
42540578165465854716463061468205547520,42540578165467063642282676097380253695,13925,Null Route Networks
42540578165467063642282676097380253696,42540578165468272568102290726554959871,6939,Hurricane Electric LLC
42540578165468272568102290726554959872,42540578165469481493921905355729666047,64238,DNS-OARC
42540578165469481493921905355729666048,42540578165488824307035739422524964863,6939,Hurricane Electric LLC
42540578165488824307035739422524964864,42540578165490033232855354051699671039,400719,RJN Services
42540578165490033232855354051699671040,42540578165500913565231885714272026623,6939,Hurricane Electric LLC
42540578165500913565231885714272026624,42540578165502122491051500343446732799,15096,Steven Noble
42540578165502122491051500343446732800,42540578165516629600886875893543206911,6939,Hurricane Electric LLC
42540578165516629600886875893543206912,42540578165517838526706490522717913087,63343,"Linear 1 Technologies, LLC"
42540578165517838526706490522717913088,42540578165519047452526105151892619263,46577,"Halibut Electronics, Inc"
42540578165519047452526105151892619264,42540578165546852746377241622910861311,6939,Hurricane Electric LLC
42540578165546852746377241622910861312,42540578165548061672196856252085567487,46997,Black Mesa Corporation
42540578165548061672196856252085567488,42540578165552897375475314768784392191,6939,Hurricane Electric LLC
42540578165552897375475314768784392192,42540578165554106301294929397959098367,14979,Aeronet Wireless
42540578165554106301294929397959098368,42540578165557733078753773285483216895,6939,Hurricane Electric LLC
42540578165557733078753773285483216896,42540578165558942004573387914657923071,22989,"Free Software Foundation, Inc."
