2001:250:3401::,2001:250:3401:ffff:ffff:ffff:ffff:ffff,138393,China Education and Research Network (CERNET)
2001:250:3402::,2001:250:3bff:ffff:ffff:ffff:ffff:ffff,23910,China Next Generation Internet CERNET2
2001:250:3c00::,2001:250:3c03:ffff:ffff:ffff:ffff:ffff,138369,China Education and Research Network (CERNET)
2001:250:3c04::,2001:250:5805:ffff:ffff:ffff:ffff:ffff,23910,China Next Generation Internet CERNET2
2001:250:5806::,2001:250:5806:ffff:ffff:ffff:ffff:ffff,138371,China Education and Research Network (CERNET)
2001:250:5807::,2001:250:9001:ffff:ffff:ffff:ffff:ffff,23910,China Next Generation Internet CERNET2
2001:252::,2001:252:ffff:ffff:ffff:ffff:ffff:ffff,23911,China Next Generation Internet Beijing IX
2001:253::,2001:253:ffff:ffff:ffff:ffff:ffff:ffff,38272,China Education and Research Network (CERNET)
2001:254::,2001:254:7fff:ffff:ffff:ffff:ffff:ffff,24489,Trans-Eurasia Information Network (TEIN2) - North
2001:254:8000::,2001:254:ffff:ffff:ffff:ffff:ffff:ffff,24490,Trans-Eurasia Information Network (TEIN2) - SG
2001:255::,2001:255:ffff:ffff:ffff:ffff:ffff:ffff,38255,China Education and Research Network (CERNET)
2001:258::,2001:258:85ff:ffff:ffff:ffff:ffff:ffff,2510,FUJITSU LIMITED
2001:258:8600::,2001:258:8600:ffff:ffff:ffff:ffff:ffff,55374,FUJITSU LIMITED
2001:258:8601::,2001:258:8607:ffff:ffff:ffff:ffff:ffff,2510,FUJITSU LIMITED
2001:258:8608::,2001:258:8608:ffff:ffff:ffff:ffff:ffff,55386,FUJITSU LIMITED
2001:258:8609::,2001:258:8609:ffff:ffff:ffff:ffff:ffff,55374,FUJITSU LIMITED
2001:258:860a::,2001:258:8612:ffff:ffff:ffff:ffff:ffff,2510,FUJITSU LIMITED
2001:258:8613::,2001:258:8613:ffff:ffff:ffff:ffff:ffff,55374,FUJITSU LIMITED
2001:258:8614::,2001:258:8614:ffff:ffff:ffff:ffff:ffff,2510,FUJITSU LIMITED
2001:258:8615::,2001:258:8615:ffff:ffff:ffff:ffff:ffff,55386,FUJITSU LIMITED
2001:258:8616::,2001:258:87ff:ffff:ffff:ffff:ffff:ffff,2510,FUJITSU LIMITED
2001:258:8800::,2001:258:8800:ffff:ffff:ffff:ffff:ffff,55374,FUJITSU LIMITED
2001:258:8801::,2001:258:8801:ffff:ffff:ffff:ffff:ffff,55386,FUJITSU LIMITED
2001:258:8802::,2001:258:ffff:ffff:ffff:ffff:ffff:ffff,2510,FUJITSU LIMITED
2001:260::,2001:260:ffff:ffff:ffff:ffff:ffff:ffff,2518,BIGLOBE Inc.
2001:268::,2001:268:ffff:ffff:ffff:ffff:ffff:ffff,2516,KDDI CORPORATION
2001:270:ec00::,2001:270:ecff:ffff:ffff:ffff:ffff:ffff,3786,LG DACOM Corporation
2001:270:fa30::,2001:270:fa30:ffff:ffff:ffff:ffff:ffff,3786,LG DACOM Corporation
2001:270:fb30::,2001:270:fb30:ffff:ffff:ffff:ffff:ffff,3786,LG DACOM Corporation
2001:270:fc00::,2001:270:fcff:ffff:ffff:ffff:ffff:ffff,3786,LG DACOM Corporation
2001:278::,2001:278:ffff:ffff:ffff:ffff:ffff:ffff,4725,SoftBank Corp.
2001:288::,2001:288:e000:ffff:ffff:ffff:ffff:ffff,1659,Taiwan Academic Network (TANet) Information Center
2001:288:e001::,2001:288:e002:ffff:ffff:ffff:ffff:ffff,18047,National Tsing-Hua University
2001:288:e003::,2001:288:ffff:ffff:ffff:ffff:ffff:ffff,1659,Taiwan Academic Network (TANet) Information Center
2001:290::,2001:290:ffff:ffff:ffff:ffff:ffff:ffff,9318,SK Broadband Co Ltd
2001:298::,2001:298:ffff:ffff:ffff:ffff:ffff:ffff,9600,So-net Corporation
2001:2a8::,2001:2a8:ffff:ffff:ffff:ffff:ffff:ffff,7670,"Enecom,Inc."
2001:2c0::,2001:2c0:ffff:ffff:ffff:ffff:ffff:ffff,2514,"NTT PC Communications, Inc."
2001:2d8::,2001:2d8:ffff:ffff:ffff:ffff:ffff:ffff,9644,SK Telecom
2001:2e0::,2001:2e0:ffff:ffff:ffff:ffff:ffff:ffff,9293,HKNet Co. Ltd.
2001:2e8::,2001:2e8:ffff:ffff:ffff:ffff:ffff:ffff,10013,"FreeBit Co.,Ltd."
2001:2f0::,2001:2f0:ffff:ffff:ffff:ffff:ffff:ffff,7514,"Computer Engineering & Consulting, Ltd."
2001:2f8::,2001:2f8:ffff:ffff:ffff:ffff:ffff:ffff,2907,"Research Organization of Information and Systems, National Institute of Informa"
2001:300::,2001:300:ffff:ffff:ffff:ffff:ffff:ffff,2497,Internet Initiative Japan Inc.
2001:308::,2001:308:ffff:ffff:ffff:ffff:ffff:ffff,7668,Hokuriku Telecommunication Network Co.
2001:310::,2001:310:ffff:ffff:ffff:ffff:ffff:ffff,4694,IDC Frontier Inc.
2001:318::,2001:318:ffff:ffff:ffff:ffff:ffff:ffff,7522,"STNet, Incorporated"
2001:320::,2001:320:236:ffff:ffff:ffff:ffff:ffff,1237,KISTI
2001:320:237::,2001:320:237:ffff:ffff:ffff:ffff:ffff,152671,SPARCS
2001:320:238::,2001:320:ffff:ffff:ffff:ffff:ffff:ffff,1237,KISTI
2001:330::,2001:330:ffff:ffff:ffff:ffff:ffff:ffff,6619,SamsungSDS Inc.
2001:338::,2001:338:ffff:ffff:ffff:ffff:ffff:ffff,4675,"UNIADEX, LTD."
2001:340::,2001:340:ffff:ffff:ffff:ffff:ffff:ffff,4678,Canon IT Solutions Inc.
2001:348::,2001:348:ffff:ffff:ffff:ffff:ffff:ffff,7679,"QTnet,Inc."
2001:350::,2001:350:ffff:ffff:ffff:ffff:ffff:ffff,7671,NTT SmartConnect Corporation
2001:358::,2001:358:ffff:ffff:ffff:ffff:ffff:ffff,4680,Mitsubishi Electric Information Network Corporation
2001:360::,2001:360:ffff:ffff:ffff:ffff:ffff:ffff,135887,Telstra Limited
2001:370::,2001:370:ffff:ffff:ffff:ffff:ffff:ffff,9607,"BroadBand Tower, Inc."
2001:378::,2001:378:ffff:ffff:ffff:ffff:ffff:ffff,9318,SK Broadband Co Ltd
2001:380::,2001:380:ffff:ffff:ffff:ffff:ffff:ffff,4713,NTT Communications Corporation
2001:388::,2001:388:ffff:ffff:ffff:ffff:ffff:ffff,7575,Australian Academic and Research Network
2001:398::,2001:398:ffff:ffff:ffff:ffff:ffff:ffff,7682,"HOKKAIDO TELECOMMUNICATIONS NETWORK Co., Inc."
2001:3a0::,2001:3a0:ffff:ffff:ffff:ffff:ffff:ffff,7521,INTERNET MULTIFEED CO.
2001:3a8::,2001:3a8:ffff:ffff:ffff:ffff:ffff:ffff,9848,SEJONG NETWORKS
2001:3b0::,2001:3b0:ffff:ffff:ffff:ffff:ffff:ffff,17529,"STARCAT Co .,LTD."
2001:3b8::,2001:3b8:ffff:ffff:ffff:ffff:ffff:ffff,2527,Sony Network Communications Inc.
2001:3c0::,2001:3c0:1fff:ffff:ffff:ffff:ffff:ffff,7516,"TOHKnet Co.,Inc."
2001:3c8::,2001:3c8:242:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:243::,2001:3c8:243:ffff:ffff:ffff:ffff:ffff,138685,Mahidol Wittayanusorn School
2001:3c8:244::,2001:3c8:100e:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:100f::,2001:3c8:100f:ffff:ffff:ffff:ffff:ffff,133919,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1010::,2001:3c8:1011:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1012::,2001:3c8:1012:ffff:ffff:ffff:ffff:ffff,24475,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1013::,2001:3c8:1201:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1202::,2001:3c8:1202:ffff:ffff:ffff:ffff:ffff,4762,"Mahidol University, Thailand"
2001:3c8:1203::,2001:3c8:1302:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1303::,2001:3c8:1303:ffff:ffff:ffff:ffff:ffff,9411,Kasetsart University
2001:3c8:1304::,2001:3c8:1305:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1306::,2001:3c8:1306:ffff:ffff:ffff:ffff:ffff,137198,Phranakorn Rajabhat University
2001:3c8:1307::,2001:3c8:1309:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:130a::,2001:3c8:130a:ffff:ffff:ffff:ffff:ffff,17827,Office of Info.Tech. Admin. for Educational Development
2001:3c8:130b::,2001:3c8:1400:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1401::,2001:3c8:1401:ffff:ffff:ffff:ffff:ffff,3839,Chulalongkorn University
2001:3c8:1402::,2001:3c8:1407:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1408::,2001:3c8:1408:ffff:ffff:ffff:ffff:ffff,137261,Education Network
2001:3c8:1409::,2001:3c8:1600:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1601::,2001:3c8:1601:ffff:ffff:ffff:ffff:ffff,38589,Education Network
2001:3c8:1602::,2001:3c8:1605:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:1606::,2001:3c8:1606:ffff:ffff:ffff:ffff:ffff,4762,"Mahidol University, Thailand"
2001:3c8:1607::,2001:3c8:2704:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2705::,2001:3c8:2705:ffff:ffff:ffff:ffff:ffff,132482,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2706::,2001:3c8:2706:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2707::,2001:3c8:2707:ffff:ffff:ffff:ffff:ffff,4762,"Mahidol University, Thailand"
2001:3c8:2708::,2001:3c8:2807:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2808::,2001:3c8:2808:ffff:ffff:ffff:ffff:ffff,141714,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2809::,2001:3c8:2a06:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2a07::,2001:3c8:2a07:ffff:ffff:ffff:ffff:ffff,135528,Office of Info.Tech. Admin. for Educational Development
2001:3c8:2a08::,2001:3c8:4006:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:4007::,2001:3c8:4007:ffff:ffff:ffff:ffff:ffff,137241,Office of Info.Tech. Admin. for Educational Development
2001:3c8:4008::,2001:3c8:5006:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:5007::,2001:3c8:5007:ffff:ffff:ffff:ffff:ffff,17479,Office of Info.Tech. Admin. for Educational Development
2001:3c8:5008::,2001:3c8:5504:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:5505::,2001:3c8:5505:ffff:ffff:ffff:ffff:ffff,137850,Office of Info.Tech. Admin. for Educational Development
2001:3c8:5506::,2001:3c8:9005:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:9006::,2001:3c8:9006:ffff:ffff:ffff:ffff:ffff,135616,Office of Info.Tech. Admin. for Educational Development
2001:3c8:9007::,2001:3c8:9007:ffff:ffff:ffff:ffff:ffff,9464,Prince of Songkla University
2001:3c8:9008::,2001:3c8:9008:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:9009::,2001:3c8:9009:ffff:ffff:ffff:ffff:ffff,9464,Prince of Songkla University
2001:3c8:900a::,2001:3c8:900b:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:900c::,2001:3c8:900c:ffff:ffff:ffff:ffff:ffff,45575,Office of Info.Tech. Admin. for Educational Development
2001:3c8:900d::,2001:3c8:a700:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:a701::,2001:3c8:a701:ffff:ffff:ffff:ffff:ffff,9562,"ANET Co., Ltd."
2001:3c8:a702::,2001:3c8:a702:ffff:ffff:ffff:ffff:ffff,132879,Rajabhat Mahasarakham University
2001:3c8:a703::,2001:3c8:c108:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:c109::,2001:3c8:c10b:ffff:ffff:ffff:ffff:ffff,37932,Office of Info.Tech. Admin. for Educational Development
2001:3c8:c10c::,2001:3c8:c300:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:c301::,2001:3c8:c301:ffff:ffff:ffff:ffff:ffff,55545,Suranaree University of Technology
2001:3c8:c302::,2001:3c8:c304:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:c305::,2001:3c8:c305:ffff:ffff:ffff:ffff:ffff,37932,Office of Info.Tech. Admin. for Educational Development
2001:3c8:c306::,2001:3c8:cb00:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:cb01::,2001:3c8:cb01:ffff:ffff:ffff:ffff:ffff,136624,Sakon Nakhon Rajabhat University
2001:3c8:cb02::,2001:3c8:d108:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:d109::,2001:3c8:d109:ffff:ffff:ffff:ffff:ffff,138547,Ubon Ratchathani Rajabhat University
2001:3c8:d10a::,2001:3c8:e10d:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3c8:e10e::,2001:3c8:e10e:ffff:ffff:ffff:ffff:ffff,137546,"Faculty of Engineering , Rajamangala University of Technology Thanyaburi"
2001:3c8:e10f::,2001:3c8:ffff:ffff:ffff:ffff:ffff:ffff,4621,Office of Info.Tech. Admin. for Educational Development
2001:3d8::,2001:3d8:ffff:ffff:ffff:ffff:ffff:ffff,9595,NTT-ME Corporation
2001:3e0::,2001:3e0:ffff:ffff:ffff:ffff:ffff:ffff,10013,"FreeBit Co.,Ltd."
2001:400::,2001:400:b0f:ffff:ffff:ffff:ffff:ffff,293,ESnet
2001:400:b10::,2001:400:b10:ffff:ffff:ffff:ffff:ffff,3562,Sandia National Laboratories
2001:400:b11::,2001:400:ffff:ffff:ffff:ffff:ffff:ffff,293,ESnet
2001:410::,2001:410:101:ffff:ffff:ffff:ffff:ffff,6509,CANARIE Inc
2001:410:102::,2001:410:102:ffff:ffff:ffff:ffff:ffff,53904,CANARIE Inc
2001:410:103::,2001:410:1fff:ffff:ffff:ffff:ffff:ffff,6509,CANARIE Inc
2001:410:2000::,2001:410:2001:ffff:ffff:ffff:ffff:ffff,10965,MRNet
2001:410:2100::,2001:410:9fff:ffff:ffff:ffff:ffff:ffff,6509,CANARIE Inc
2001:410:a000::,2001:410:a0ff:ffff:ffff:ffff:ffff:ffff,8111,Dalhousie University
2001:410:a100::,2001:410:ffff:ffff:ffff:ffff:ffff:ffff,6509,CANARIE Inc
2001:418::,2001:418::ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:1::,2001:418:1:ffff:ffff:ffff:ffff:ffff,3130,RIPE Network Coordination Centre
2001:418:2::,2001:418:c05:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:c06::,2001:418:c06:ffff:ffff:ffff:ffff:ffff,262,"NTT America, Inc."
2001:418:c07::,2001:418:1401:3:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:1401:4::,2001:418:1401:4ff:ffff:ffff:ffff:ffff,20940,Akamai International B.V.
2001:418:1401:500::,2001:418:140f:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:1410::,2001:418:1410:ffff:ffff:ffff:ffff:ffff,2000,"Internet Awareness, Inc."
2001:418:1411::,2001:418:1411:ffff:ffff:ffff:ffff:ffff,213802,Tianfeng (Hong Kong) Communications Limited
2001:418:1412::,2001:418:1415:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:1416::,2001:418:1416:ffff:ffff:ffff:ffff:ffff,396350,Boom Communications
2001:418:1417::,2001:418:1438:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:1439::,2001:418:1439:ffff:ffff:ffff:ffff:ffff,1225,"NTT America, Inc."
2001:418:143a::,2001:418:144c:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:144d::,2001:418:144d:ffff:ffff:ffff:ffff:ffff,275,"NTT America, Inc."
2001:418:144e::,2001:418:144f:ffff:ffff:ffff:ffff:ffff,15562,Job Snijders
2001:418:1450::,2001:418:1450:ffff:ffff:ffff:ffff:ffff,3938,"NTT America, Inc."
2001:418:1451::,2001:418:149a:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:149b::,2001:418:149c:ffff:ffff:ffff:ffff:ffff,152644,QINIU (CHINA) limited
2001:418:149d::,2001:418:149d:ffff:ffff:ffff:ffff:ffff,93,"NTT America, Inc."
2001:418:149e::,2001:418:3806:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:3807::,2001:418:3807:ffff:ffff:ffff:ffff:ffff,4128,RGnet OU
2001:418:3808::,2001:418:4001:1:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:4001:2::,2001:418:4001:4:ffff:ffff:ffff:ffff,20940,Akamai International B.V.
2001:418:4001:5::,2001:418:4004:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:4005::,2001:418:4005:ffff:ffff:ffff:ffff:ffff,1412,"Gravity Interactive, Inc."
2001:418:4006::,2001:418:8005:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:8006::,2001:418:8006:ffff:ffff:ffff:ffff:ffff,3927,RIPE Network Coordination Centre
2001:418:8007::,2001:418:9807:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:418:9808::,2001:418:9808:ffff:ffff:ffff:ffff:ffff,21778,"Dimension Data North America, Inc."
2001:418:9809::,2001:418:ffff:ffff:ffff:ffff:ffff:ffff,2914,"NTT America, Inc."
2001:420::,2001:420:40ff:ffff:ffff:ffff:ffff:ffff,109,"CISCO SYSTEMS, INC."
2001:420:4480::,2001:420:4487:ffff:ffff:ffff:ffff:ffff,109,"CISCO SYSTEMS, INC."
2001:420:5000::,2001:420:ffff:ffff:ffff:ffff:ffff:ffff,109,"CISCO SYSTEMS, INC."
2001:428::,2001:428:b25:ffff:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:b26::,2001:428:b26:ffff:ffff:ffff:ffff:ffff,10753,"Level 3 Communications, Inc."
2001:428:b27::,2001:428:2001:606:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:2001:607::,2001:428:2001:607:ffff:ffff:ffff:ffff,395944,CLGW
2001:428:2001:608::,2001:428:5002:ff:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:5002:100::,2001:428:5002:ffff:ffff:ffff:ffff:ffff,13684,"Medtronic, Incorporated"
2001:428:5003::,2001:428:5802:ffff:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:5803::,2001:428:5803:ffff:ffff:ffff:ffff:ffff,22773,Cox Communications Inc.
2001:428:5804::,2001:428:5804:ffff:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:5805::,2001:428:5805:ffff:ffff:ffff:ffff:ffff,3356,"Level 3 Communications, Inc."
2001:428:5806::,2001:428:63ff:ffff:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:6400::,2001:428:6400:ffff:ffff:ffff:ffff:ffff,3356,"Level 3 Communications, Inc."
2001:428:6401::,2001:428:9002:f805:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:428:9002:f806::,2001:428:9002:f806:ffff:ffff:ffff:ffff,102,U.S. National Science Foundation
2001:428:9002:f807::,2001:428:ffff:ffff:ffff:ffff:ffff:ffff,209,"CenturyLink Communications, LLC"
2001:430::,2001:430:fff3:ffff:ffff:ffff:ffff:ffff,7332,"LightBound, LLC"
2001:430:fff4::,2001:430:fff4:ffff:ffff:ffff:ffff:ffff,13767,"DataBank Holdings, Ltd."
2001:430:fff5::,2001:430:ffff:ffff:ffff:ffff:ffff:ffff,7332,"LightBound, LLC"
2001:438::,2001:438:ffff:ffff:ffff:ffff:ffff:ffff,6461,Zayo Bandwidth
2001:440::,2001:440:ffff:ffff:ffff:ffff:ffff:ffff,174,Cogent Communications
2001:450::,2001:450:2014:ffff:ffff:ffff:ffff:ffff,3549,"Level 3 Communications, Inc."
2001:450:2015::,2001:450:2015:ffff:ffff:ffff:ffff:ffff,3356,"Level 3 Communications, Inc."
2001:450:2016::,2001:450:ffff:ffff:ffff:ffff:ffff:ffff,3549,"Level 3 Communications, Inc."
2001:458::,2001:458:ffff:ffff:ffff:ffff:ffff:ffff,8002,"Stealth Communications Services, LLC"
2001:460:18:2000::,2001:460:18:81ff:ffff:ffff:ffff:ffff,3561,"CenturyLink Communications, LLC"
2001:460:28:3000::,2001:460:28:3fff:ffff:ffff:ffff:ffff,3561,"CenturyLink Communications, LLC"
2001:460:40:3000::,2001:460:40:5fff:ffff:ffff:ffff:ffff,3561,"CenturyLink Communications, LLC"
2001:460:60:3000::,2001:460:60:3fff:ffff:ffff:ffff:ffff,3561,"CenturyLink Communications, LLC"
2001:460:78::,2001:460:7b:ffff:ffff:ffff:ffff:ffff,3561,"CenturyLink Communications, LLC"
2001:460:100::,2001:460:103:ffff:ffff:ffff:ffff:ffff,3561,"CenturyLink Communications, LLC"
2001:468::,2001:468:16:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:17::,2001:468:17:ffff:ffff:ffff:ffff:ffff,11164,Internet2
2001:468:18::,2001:468:2ff:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:300::,2001:468:300:ffff:ffff:ffff:ffff:ffff,2637,Georgia Institute of Technology
2001:468:301::,2001:468:4ff:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:500::,2001:468:5ff:ffff:ffff:ffff:ffff:ffff,14041,University Corporation for Atmospheric Research
2001:468:600::,2001:468:6ff:ffff:ffff:ffff:ffff:ffff,10578,Harvard University
2001:468:700::,2001:468:bff:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:c00::,2001:468:c7f:ffff:ffff:ffff:ffff:ffff,10886,University of Maryland
2001:468:c80::,2001:468:cff:ffff:ffff:ffff:ffff:ffff,40220,Virginia Polytechnic Institute and State Univ.
2001:468:d00::,2001:468:d00:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:d01::,2001:468:d01:ffff:ffff:ffff:ffff:ffff,3582,University of Oregon
2001:468:d02::,2001:468:dff:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:e00::,2001:468:eff:ffff:ffff:ffff:ffff:ffff,2153,CENIC
2001:468:f00::,2001:468:fff:ffff:ffff:ffff:ffff:ffff,11164,Internet2
2001:468:1000::,2001:468:1201:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:1202::,2001:468:1202:ffff:ffff:ffff:ffff:ffff,20130,Depaul University
2001:468:1203::,2001:468:17ff:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:1800::,2001:468:18ff:ffff:ffff:ffff:ffff:ffff,10466,MAGPI c/o University of Pennsylvania
2001:468:1900::,2001:468:19ff:ffff:ffff:ffff:ffff:ffff,11537,Internet2
2001:468:1a00::,2001:468:1a07:ffff:ffff:ffff:ffff:ffff,4557,Rice University
2001:468:1a08::,2001:468:1a08:ffff:ffff:ffff:ffff:ffff,302,Baylor College of Medicine
